1,41,0,0,0,0,0,0,0
2,41,0,0,0,0,0,0,0
3,41,0,0,0,0,0,0,0
4,41,0,0,0,0,0,0,0
5,41,0,0,0,0,0,0,0
6,41,0,0,0,0,0,0,0
7,41,0,0,0,0,0,0,0
8,41,0,0,0,0,0,0,0
9,41,0,0,0,0,0,0,0
10,40,0,0,0,0,0,0,0
11,41,0,0,0,0,0,0,0
12,41,0,0,0,0,0,0,0
13,41,0,0,0,0,0,0,0
14,41,0,0,0,0,0,0,0
15,40,0,0,0,0,0,0,0
16,41,0,0,0,0,0,0,0
17,41,0,0,0,0,0,0,0
18,41,0,0,0,0,0,0,0
19,42,0,0,0,0,0,0,0
20,41,0,0,0,0,0,0,0
21,40,0,0,0,0,0,0,0
22,40,0,0,0,0,0,0,0
23,40,0,0,0,0,0,0,0
24,40,0,0,0,0,0,0,0
25,41,0,0,0,0,0,0,0
26,40,0,0,0,0,0,0,0
27,41,0,0,0,0,0,0,0
28,40,0,0,0,0,0,0,0
29,40,0,0,0,0,0,0,0
30,40,0,0,0,0,0,0,0
31,40,0,0,0,0,0,0,0
32,41,0,0,0,0,0,0,0
33,40,0,0,0,0,0,0,0
34,41,0,0,0,0,0,0,0
35,40,0,0,0,0,0,0,0
36,41,0,0,0,0,0,0,0
37,40,0,0,0,0,0,0,0
38,41,0,0,0,0,0,0,0
39,41,0,0,0,0,0,0,0
40,40,0,0,0,0,0,0,0
41,40,0,0,0,0,0,0,0
42,41,0,0,0,0,0,0,0
43,41,0,0,0,0,0,0,0
44,40,0,0,0,0,0,0,0
45,40,0,0,0,0,0,0,0
46,41,0,0,0,0,0,0,0
47,40,0,0,0,0,0,0,0
48,40,0,0,0,0,0,0,0
49,40,0,0,0,0,0,0,0
50,40,0,0,0,0,0,0,0
51,41,0,0,0,0,0,0,0
52,40,0,0,0,0,0,0,0
53,40,0,0,0,0,0,0,0
54,41,0,0,0,0,0,0,0
55,40,0,0,0,0,0,0,0
56,40,0,0,0,0,0,0,0
57,41,0,0,0,0,0,0,0
58,40,0,0,0,0,0,0,0
59,41,0,0,0,0,0,0,0
60,41,0,0,0,0,0,0,0
61,40,0,0,0,0,0,0,0
62,40,0,0,0,0,0,0,0
63,41,0,0,0,0,0,0,0
64,40,0,0,0,0,0,0,0
65,40,0,0,0,0,0,0,0
66,41,0,0,0,0,0,0,0
67,40,0,0,0,0,0,0,0
68,40,0,0,0,0,0,0,0
69,40,0,0,0,0,0,0,0
70,41,0,0,0,0,0,0,0
